Country.Name,year,GDP
Russia,X1989,5.07E+11
Rwanda,X1989,2405021933
Saudi Arabia,X1989,95344459279
Sudan,X1989,15291507937
Senegal,X1989,4913065111
Singapore,X1989,30423573842
Solomon Islands,X1989,332286760.9
Sierra Leone,X1989,932974411.9
El Salvador,X1989,4372215300
San Marino,X1989,NA
Somalia,X1989,NA
Serbia,X1989,NA
South Sudan,X1989,NA
Sao Tome and Principe,X1989,NA
Suriname,X1989,542520000
Slovakia,X1989,NA
Slovenia,X1989,NA
Sweden,X1989,2.15E+11
Swaziland,X1989,696915430.7
Sint Maarten,X1989,NA
Seychelles,X1989,304832867.4
Syria,X1989,9853396226
Turks and Caicos Islands,X1989,NA
Chad,X1989,1433686310
Togo,X1989,1352949663
Thailand,X1989,72250877410
Tajikistan,X1989,NA
Turkmenistan,X1989,3006988217
Timor-Leste,X1989,NA
Tonga,X1989,106344855
Trinidad and Tobago,X1989,4323058824
Tunisia,X1989,10102075213
Turkey,X1989,1.07E+11
Tuvalu,X1989,NA
Tanzania,X1989,4420168102
Uganda,X1989,5276480986
Ukraine,X1989,82709161099
Uruguay,X1989,8438951476
USA,X1989,5.66E+12
Uzbekistan,X1989,NA
St. Vincent and the Grenadines,X1989,214745000
Venezuela,X1989,42119835735
British Virgin Islands,X1989,NA
Virgin Islands (U.S.),X1989,1343900032
Vietnam,X1989,6293304975
Vanuatu,X1989,144482170.2
Samoa,X1989,122888609.7
Kosovo,X1989,NA
Yemen,X1989,NA
South Africa,X1989,1.29E+11
Zambia,X1989,3998637681
Zimbabwe,X1989,8286322700
Aruba,X1990,NA
Afghanistan,X1990,NA
Angola,X1990,11228764963
Albania,X1990,2101624963
Andorra,X1990,1029048482
United Arab Emirates,X1990,50701443748
Argentina,X1990,1.41E+11
Armenia,X1990,2256838858
American Samoa,X1990,NA
Antigua and Barbuda,X1990,459469074.1
Australia,X1990,3.11E+11
Austria,X1990,1.66E+11
Azerbaijan,X1990,8858006036
Burundi,X1990,1132101253
Belgium,X1990,2.06E+11
Benin,X1990,1959965244
Burkina Faso,X1990,3101301781
Bangladesh,X1990,31598341234
Bulgaria,X1990,20632090909
Bahrain,X1990,4229787234
Bahamas,X1990,3.17E+09
Bosnia and Herzegovina,X1990,NA
Belarus,X1990,2.17E+10
Belize,X1990,413050000
Bermuda,X1990,1592400000
Bolivia,X1990,4867582620
Brazil,X1990,4.62E+11
Barbados,X1990,2023318252
Brunei,X1990,3520551724
Bhutan,X1990,299787275.8
Botswana,X1990,3790567052
Central African Republic,X1990,1440711396
Canada,X1990,5.94E+11
Switzerland,X1990,2.58E+11
Channel Islands,X1990,NA
Chile,X1990,33113887818
China,X1990,3.61E+11
Ivory Coast,X1990,10795850107
Cameroon,X1990,11151578051
Democratic Republic of the Congo,X1990,9349764580
Republic of Congo,X1990,2798746051
Colombia,X1990,40274204595
Comoros,X1990,250030760.8
Cape Verde,X1990,306891107.3
Costa Rica,X1990,7403457319
Cuba,X1990,28645436569
Curacao,X1990,NA
Cayman Islands,X1990,NA
Cyprus,X1990,5591130218
Czech Republic,X1990,40477403220
Germany,X1990,1.76E+12
Djibouti,X1990,452328087.3
Dominica,X1990,166322222.2
Denmark,X1990,1.38E+11
Dominican Republic,X1990,7073674721
Algeria,X1990,62045099643
Ecuador,X1990,15239278100
Egypt,X1990,43130416913
Eritrea,X1990,NA
Spain,X1990,5.35E+11
Estonia,X1990,NA
Ethiopia,X1990,12175166763
Finland,X1990,1.42E+11
Fiji,X1990,1337024782
France,X1990,1.27E+12
Faroe Islands,X1990,NA
Micronesia,X1990,147200000
Gabon,X1990,5952293766
UK,X1990,1.09E+12
Georgia,X1990,7753501868
Ghana,X1990,5889174825
Gibraltar,X1990,NA
Guinea,X1990,2666616177
Gambia,X1990,317083373.5
Guinea-Bissau,X1990,243961995.5
Equatorial Guinea,X1990,112119406.5
Greece,X1990,97891090929
Grenada,X1990,278098777.8
Greenland,X1990,1018970365
Guatemala,X1990,7650125217
Guam,X1990,NA
Guyana,X1990,396582263.3
"Hong Kong SAR, China",X1990,76928290842
Honduras,X1990,3048881323
Croatia,X1990,NA
Haiti,X1990,NA
Hungary,X1990,NA
Indonesia,X1990,1.06E+11
Isle of Man,X1990,NA
India,X1990,3.17E+11
Ireland,X1990,49364681256
Iran,X1990,1.25E+11
Iraq,X1990,1.80E+11
Iceland,X1990,6372905073
Israel,X1990,58986997917
Italy,X1990,1.18E+12
Jamaica,X1990,4592224067
Jordan,X1990,4160003917
Japan,X1990,3.13E+12
Kazakhstan,X1990,26932728899
Kenya,X1990,8572359163
Kyrgyzstan,X1990,2.67E+09
Cambodia,X1990,NA
Kiribati,X1990,39809538.68
St. Kitts and Nevis,X1990,208740444.4
South Korea,X1990,2.79E+11
Kuwait,X1990,18427777778
Laos,X1990,865559856.2
Lebanon,X1990,2838485354
Liberia,X1990,384400000
Libya,X1990,28901836158
Saint Lucia,X1990,483962430.7
Liechtenstein,X1990,1421466240
Sri Lanka,X1990,8032551173
Lesotho,X1990,596415104.5
Lithuania,X1990,NA
Luxembourg,X1990,13229247948
Latvia,X1990,NA
"Macao SAR, China",X1990,3220920085
Saint Martin,X1990,NA
Morocco,X1990,30180108562
Monaco,X1990,2481316054
Moldova,X1990,NA
Madagascar,X1990,3081479800
Maldives,X1990,215089005.2
Mexico,X1990,2.63E+11
Marshall Islands,X1990,78476000
Macedonia,X1990,4471828622
Mali,X1990,2681912030
Malta,X1990,2547163582
Myanmar,X1990,NA
Montenegro,X1990,NA
Mongolia,X1990,2560785660
Northern Mariana Islands,X1990,NA
Mozambique,X1990,2512079324
Mauritania,X1990,1019600771
Mauritius,X1990,2653480001
Malawi,X1990,1880771556
Malaysia,X1990,44024178343
Namibia,X1990,2804379662
New Caledonia,X1990,2529310104
Niger,X1990,2480673195
Nigeria,X1990,30757075595
Nicaragua,X1990,1009455484
Netherlands,X1990,3.14E+11
Norway,X1990,1.20E+11
Nepal,X1990,3627562403
Nauru,X1990,NA
New Zealand,X1990,45519034244
Oman,X1990,11685045514
Pakistan,X1990,40010424929
Panama,X1990,6433967000
Peru,X1990,26410386669
Philippines,X1990,44311593756
Palau,X1990,NA
Papua New Guinea,X1990,3219730365
Poland,X1990,65977749037
Puerto Rico,X1990,30603919000
North Korea,X1990,NA
Portugal,X1990,78721607509
Paraguay,X1990,5695201563
French Polynesia,X1990,3181206305
Qatar,X1990,7360439423
Romania,X1990,38995454545
Russia,X1990,5.17E+11
Rwanda,X1990,2550185618
Saudi Arabia,X1990,1.18E+11
Sudan,X1990,12408647541
Senegal,X1990,5716644272
Singapore,X1990,36152027893
Solomon Islands,X1990,302515026.9
Sierra Leone,X1990,649644826.8
El Salvador,X1990,4817542204
San Marino,X1990,NA
Somalia,X1990,NA
Serbia,X1990,NA
South Sudan,X1990,NA
Sao Tome and Principe,X1990,NA
Suriname,X1990,388300000
Slovakia,X1990,12694544693
Slovenia,X1990,NA
Sweden,X1990,2.58E+11
Swaziland,X1990,1114703088
Sint Maarten,X1990,NA
Seychelles,X1990,368584758.9
Syria,X1990,12308624284
Turks and Caicos Islands,X1990,NA
Chad,X1990,1738605558
Togo,X1990,1628427515
Thailand,X1990,85343063966
Tajikistan,X1990,2629395066
Turkmenistan,X1990,3189539641
Timor-Leste,X1990,NA
Tonga,X1990,113563821.6
Trinidad and Tobago,X1990,5.07E+09
Tunisia,X1990,12290568182
Turkey,X1990,1.51E+11
Tuvalu,X1990,8824447.74
Tanzania,X1990,4258743263
Uganda,X1990,4304398866
Ukraine,X1990,81456918679
Uruguay,X1990,9298839655
USA,X1990,5.98E+12
Uzbekistan,X1990,13360607918
St. Vincent and the Grenadines,X1990,240365259.3
Venezuela,X1990,47028010661
British Virgin Islands,X1990,NA
Virgin Islands (U.S.),X1990,1564700032
Vietnam,X1990,6471740806
Vanuatu,X1990,158397403
Samoa,X1990,125766269.8
Kosovo,X1990,NA
Yemen,X1990,5647251908
South Africa,X1990,1.16E+11
Zambia,X1990,3285217391
Zimbabwe,X1990,8783816700
Aruba,X1991,NA
Afghanistan,X1991,NA
Angola,X1991,10603784541
Albania,X1991,1139166646
Andorra,X1991,1106928583
United Arab Emirates,X1991,51552165622
Argentina,X1991,1.90E+11
Armenia,X1991,2068526522
American Samoa,X1991,NA
Antigua and Barbuda,X1991,481706333.3
Australia,X1991,3.25E+11
Austria,X1991,1.74E+11
Azerbaijan,X1991,8792365811
Burundi,X1991,1167398478
Belgium,X1991,2.12E+11
Benin,X1991,1986437860
Burkina Faso,X1991,3135045684
Bangladesh,X1991,30957483950
Bulgaria,X1991,10943548387
Bahrain,X1991,4616223404
Bahamas,X1991,3111160000
Bosnia and Herzegovina,X1991,NA
Belarus,X1991,1.80E+10
Belize,X1991,444720750
Bermuda,X1991,1634899968
Bolivia,X1991,5343274312
Brazil,X1991,6.03E+11
Barbados,X1991,2007109829
Brunei,X1991,3701667053
Bhutan,X1991,250045839.9
Botswana,X1991,3942792837
Central African Republic,X1991,1377375031
Canada,X1991,6.10E+11
Switzerland,X1991,2.61E+11
Channel Islands,X1991,NA
Chile,X1991,37834793730
China,X1991,3.83E+11
Ivory Coast,X1991,10492628915
Cameroon,X1991,12434370005
Democratic Republic of the Congo,X1991,9625436873
Republic of Congo,X1991,2724853593
Colombia,X1991,41239551378
Comoros,X1991,246823428.9
Cape Verde,X1991,319827058.6
Costa Rica,X1991,7168999428
Cuba,X1991,24316556026
Curacao,X1991,NA
Cayman Islands,X1991,NA
Cyprus,X1991,5770197348
Czech Republic,X1991,29675502270
Germany,X1991,1.86E+12
Djibouti,X1991,462421998.5
Dominica,X1991,180437037
Denmark,X1991,1.39E+11
Dominican Republic,X1991,9734321854
Algeria,X1991,45715367087
Ecuador,X1991,16988535268
Egypt,X1991,36970555899
Eritrea,X1991,NA
Spain,X1991,5.76E+11
Estonia,X1991,NA
Ethiopia,X1991,13463868357
Finland,X1991,1.28E+11
Fiji,X1991,1383843860
France,X1991,1.27E+12
Faroe Islands,X1991,NA
Micronesia,X1991,166200000
Gabon,X1991,5402919957
UK,X1991,1.14E+12
Georgia,X1991,6357615894
Ghana,X1991,6596546196
Gibraltar,X1991,NA
Guinea,X1991,3014890569
Gambia,X1991,690314321.4
Guinea-Bissau,X1991,257150374.1
Equatorial Guinea,X1991,110906032.1
Greece,X1991,1.05E+11
Grenada,X1991,300757888.9
Greenland,X1991,1016493395
Guatemala,X1991,9406097735
Guam,X1991,NA
Guyana,X1991,336708419.5
"Hong Kong SAR, China",X1991,88959620136
Honduras,X1991,3068444712
Croatia,X1991,NA
Haiti,X1991,3473540602
Hungary,X1991,34748508332
Indonesia,X1991,1.17E+11
Isle of Man,X1991,NA
India,X1991,2.67E+11
Ireland,X1991,49847128533
Iran,X1991,NA
Iraq,X1991,NA
Iceland,X1991,6807365898
Israel,X1991,67530220219
Italy,X1991,1.24E+12
Jamaica,X1991,4071219198
Jordan,X1991,4344250257
Japan,X1991,3.58E+12
Kazakhstan,X1991,24881135586
Kenya,X1991,8151479004
Kyrgyzstan,X1991,2570833333
Cambodia,X1991,NA
Kiribati,X1991,47515189.28
St. Kitts and Nevis,X1991,209880963
South Korea,X1991,3.26E+11
Kuwait,X1991,11008793176
Laos,X1991,1028087972
Lebanon,X1991,4451497288
Liberia,X1991,3.48E+08
Libya,X1991,31995012469
Saint Lucia,X1991,513753818.1
Liechtenstein,X1991,1484152022
Sri Lanka,X1991,9000362582
Lesotho,X1991,704329192.8
Lithuania,X1991,NA
Luxembourg,X1991,14321878795
Latvia,X1991,NA
"Macao SAR, China",X1991,3735117374
Saint Martin,X1991,NA
Morocco,X1991,32285388165
Monaco,X1991,2480497548
Moldova,X1991,NA
Madagascar,X1991,2653141959
Maldives,X1991,244468292.7
Mexico,X1991,3.14E+11
Marshall Islands,X1991,82507000
Macedonia,X1991,4694744898
Mali,X1991,2724131545
Malta,X1991,2750041434
Myanmar,X1991,NA
Montenegro,X1991,NA
Mongolia,X1991,2379018326
Northern Mariana Islands,X1991,NA
Mozambique,X1991,3263761938
Mauritania,X1991,1443688870
Mauritius,X1991,2856890681
Malawi,X1991,2203545857
Malaysia,X1991,49142784405
Namibia,X1991,3012742078
New Caledonia,X1991,2653781596
Niger,X1991,2327986216
Nigeria,X1991,27392886873
Nicaragua,X1991,1488804124
Netherlands,X1991,3.23E+11
Norway,X1991,1.22E+11
Nepal,X1991,3921476085
Nauru,X1991,NA
New Zealand,X1991,42756020707
Oman,X1991,11341482445
Pakistan,X1991,45451960732
Panama,X1991,7074675500
Peru,X1991,34672122381
Philippines,X1991,45417561302
Palau,X1991,NA
Papua New Guinea,X1991,3787394958
Poland,X1991,85500935935
Puerto Rico,X1991,32287031000
North Korea,X1991,NA
Portugal,X1991,89242382961
Paraguay,X1991,6984367763
French Polynesia,X1991,3267367610
Qatar,X1991,6883516484
Romania,X1991,28998684211
Russia,X1991,5.18E+11
Rwanda,X1991,1911600970
Saudi Arabia,X1991,1.32E+11
Sudan,X1991,11379222222
Senegal,X1991,5617236033
Singapore,X1991,45474442836
Solomon Islands,X1991,320355090.6
Sierra Leone,X1991,779981458.9
El Salvador,X1991,5252342400
San Marino,X1991,NA
Somalia,X1991,NA
Serbia,X1991,NA
South Sudan,X1991,NA
Sao Tome and Principe,X1991,NA
Suriname,X1991,448300000
Slovakia,X1991,14213045494
Slovenia,X1991,NA
Sweden,X1991,2.70E+11
Swaziland,X1991,1156141998
Sint Maarten,X1991,NA
Seychelles,X1991,374359556.1
Syria,X1991,12981833333
Turks and Caicos Islands,X1991,NA
Chad,X1991,1877138042
Togo,X1991,1602299863
Thailand,X1991,98234695722
Tajikistan,X1991,2534720480
Turkmenistan,X1991,3208098919
Timor-Leste,X1991,NA
Tonga,X1991,132201141.4
Trinidad and Tobago,X1991,5307905882
Tunisia,X1991,13074782609
Turkey,X1991,1.50E+11
Tuvalu,X1991,9365165.914
Tanzania,X1991,4956588279
Uganda,X1991,3321729057
Ukraine,X1991,77464561150
Uruguay,X1991,11205971155
USA,X1991,6.17E+12
Uzbekistan,X1991,13677622222
St. Vincent and the Grenadines,X1991,254829629.6
Venezuela,X1991,51749026408
British Virgin Islands,X1991,NA
Virgin Islands (U.S.),X1991,1671200000
Vietnam,X1991,9613369520
Vanuatu,X1991,188869985.7
Samoa,X1991,125597205.4
Kosovo,X1991,NA
Yemen,X1991,5930370370
South Africa,X1991,1.24E+11
Zambia,X1991,3378882353
Zimbabwe,X1991,8641481700
Aruba,X1992,NA
Afghanistan,X1992,NA
Angola,X1992,8307810974
Albania,X1992,709452583.9
Andorra,X1992,1210013652
United Arab Emirates,X1992,54239171888
Argentina,X1992,2.29E+11
Armenia,X1992,1272577456
American Samoa,X1992,NA
Antigua and Barbuda,X1992,499281148.1
Australia,X1992,3.25E+11
Austria,X1992,1.95E+11
Azerbaijan,X1992,4991350458
Burundi,X1992,1083037671
Belgium,X1992,2.36E+11
Benin,X1992,1695315306
Burkina Faso,X1992,2240264712
Bangladesh,X1992,31708874594
Bulgaria,X1992,10350515464
Bahrain,X1992,4751063830
Bahamas,X1992,3.11E+09
Bosnia and Herzegovina,X1992,NA
Belarus,X1992,17037037037
Belize,X1992,518239100
Bermuda,X1992,1679900032
Bolivia,X1992,5643893347
Brazil,X1992,4.01E+11
Barbados,X1992,1950900000
Brunei,X1992,4183548189
Bhutan,X1992,250794359.6
Botswana,X1992,4146513722
Central African Republic,X1992,1411917558
Canada,X1992,5.92E+11
Switzerland,X1992,2.72E+11
Channel Islands,X1992,NA
Chile,X1992,45964327559
China,X1992,4.27E+11
Ivory Coast,X1992,11152971316
Cameroon,X1992,11396310990
Democratic Republic of the Congo,X1992,8227343907
Republic of Congo,X1992,2933222714
Colombia,X1992,49279585355
Comoros,X1992,266191040.4
Cape Verde,X1992,357160985.3
Costa Rica,X1992,8528593084
Cuba,X1992,22085858243
Curacao,X1992,NA
Cayman Islands,X1992,NA
Cyprus,X1992,6912150456
Czech Republic,X1992,34590052812
Germany,X1992,2.12E+12
Djibouti,X1992,478058304.9
Dominica,X1992,191759259.3
Denmark,X1992,1.53E+11
Dominican Republic,X1992,11356271336
Algeria,X1992,48003298223
Ecuador,X1992,18094238119
Egypt,X1992,41855986519
Eritrea,X1992,477101651.6
Spain,X1992,6.29E+11
Estonia,X1992,NA
Ethiopia,X1992,10492993078
Finland,X1992,1.13E+11
Fiji,X1992,1531803061
France,X1992,1.40E+12
Faroe Islands,X1992,NA
Micronesia,X1992,178100000
Gabon,X1992,5592390849
UK,X1992,1.18E+12
Georgia,X1992,3690328964
Ghana,X1992,6413901602
Gibraltar,X1992,NA
Guinea,X1992,3284625277
Gambia,X1992,714255460.5
Guinea-Bissau,X1992,226313443.7
Equatorial Guinea,X1992,134707184.4
Greece,X1992,1.16E+11
Grenada,X1992,310160444.4
Greenland,X1992,1037921837
Guatemala,X1992,10440842165
Guam,X1992,NA
Guyana,X1992,368281378.9
"Hong Kong SAR, China",X1992,1.04E+11
Honduras,X1992,3419487441
Croatia,X1992,NA
Haiti,X1992,2257121668
Hungary,X1992,38724945368
Indonesia,X1992,1.28E+11
Isle of Man,X1992,NA
India,X1992,2.84E+11
Ireland,X1992,55985506499
Iran,X1992,NA
Iraq,X1992,NA
Iceland,X1992,6976080331
Israel,X1992,75575902932
Italy,X1992,1.32E+12
Jamaica,X1992,3530892749
Jordan,X1992,5311329067
Japan,X1992,3.91E+12
Kazakhstan,X1992,24906939560
Kenya,X1992,8209129172
Kyrgyzstan,X1992,2316562500
Cambodia,X1992,NA
Kiribati,X1992,47737955.35
St. Kitts and Nevis,X1992,229434518.5
South Korea,X1992,3.50E+11
Kuwait,X1992,19858555215
Laos,X1992,1127806945
Lebanon,X1992,5545921947
Liberia,X1992,223500000
Libya,X1992,33881392045
Saint Lucia,X1992,566894748.5
Liechtenstein,X1992,1631197909
Sri Lanka,X1992,9703011636
Lesotho,X1992,831033941.1
Lithuania,X1992,NA
Luxembourg,X1992,16065740778
Latvia,X1992,NA
"Macao SAR, China",X1992,4879018602
Saint Martin,X1992,NA
Morocco,X1992,33711069431
Monaco,X1992,2737066956
Moldova,X1992,NA
Madagascar,X1992,3024459564
Maldives,X1992,284853358.6
Mexico,X1992,3.64E+11
Marshall Islands,X1992,91063000
Macedonia,X1992,2316618543
Mali,X1992,2830673389
Malta,X1992,3021910217
Myanmar,X1992,NA
Montenegro,X1992,NA
Mongolia,X1992,1317611864
Northern Mariana Islands,X1992,NA
Mozambique,X1992,2291175765
Mauritania,X1992,1464392416
Mauritius,X1992,3224267548
Malawi,X1992,1799517082
Malaysia,X1992,59167157498
Namibia,X1992,3448326858
New Caledonia,X1992,2923764926
Niger,X1992,2344987614
Nigeria,X1992,29300903643
Nicaragua,X1992,1792800000
Netherlands,X1992,3.58E+11
Norway,X1992,1.31E+11
Nepal,X1992,3401211581
Nauru,X1992,NA
New Zealand,X1992,41636005955
Oman,X1992,12452275683
Pakistan,X1992,48635176853
Panama,X1992,8042337700
Peru,X1992,36139225288
Philippines,X1992,52976344929
Palau,X1992,NA
Papua New Guinea,X1992,4377980510
Poland,X1992,94337050693
Puerto Rico,X1992,34630430000
North Korea,X1992,NA
Portugal,X1992,1.08E+11
Paraguay,X1992,7157424031
French Polynesia,X1992,3558215110
Qatar,X1992,7646153984
Romania,X1992,25121666667
Russia,X1992,4.60E+11
Rwanda,X1992,2029026704
Saudi Arabia,X1992,1.37E+11
Sudan,X1992,7034219713
Senegal,X1992,6004885321
Singapore,X1992,52156414979
Solomon Islands,X1992,378778047.2
Sierra Leone,X1992,679997997.6
El Salvador,X1992,5813399300
San Marino,X1992,NA
Somalia,X1992,NA
Serbia,X1992,NA
South Sudan,X1992,NA
Sao Tome and Principe,X1992,NA
Suriname,X1992,404600000
Slovakia,X1992,15431288006
Slovenia,X1992,NA
Sweden,X1992,2.80E+11
Swaziland,X1992,1284766234
Sint Maarten,X1992,NA
Seychelles,X1992,433667193.8
Syria,X1992,13253565899
Turks and Caicos Islands,X1992,NA
Chad,X1992,1881847677
Togo,X1992,1692959110
Thailand,X1992,1.11E+11
Tajikistan,X1992,1909246641
Turkmenistan,X1992,3200539816
Timor-Leste,X1992,NA
Tonga,X1992,137066290.6
Trinidad and Tobago,X1992,5439552941
Tunisia,X1992,15497286296
Turkey,X1992,1.58E+11
Tuvalu,X1992,9742949.471
Tanzania,X1992,4601413264
Uganda,X1992,2857457860
Ukraine,X1992,73942235330
Uruguay,X1992,12878199881
USA,X1992,6.54E+12
Uzbekistan,X1992,12941297376
St. Vincent and the Grenadines,X1992,277954111.1
Venezuela,X1992,58450099415
British Virgin Islands,X1992,NA
Virgin Islands (U.S.),X1992,1770899968
Vietnam,X1992,9866990236
Vanuatu,X1992,196142585
Samoa,X1992,132303041.4
Kosovo,X1992,NA
Yemen,X1992,6463649985
South Africa,X1992,1.35E+11
Zambia,X1992,3181921788
Zimbabwe,X1992,6751472200
Aruba,X1993,NA
Afghanistan,X1993,NA
Angola,X1993,5768720422
Albania,X1993,1228071038
Andorra,X1993,1007025755
United Arab Emirates,X1993,55625170253
Argentina,X1993,2.37E+11
Armenia,X1993,1201313201
American Samoa,X1993,NA
Antigua and Barbuda,X1993,535172777.8
Australia,X1993,3.12E+11
Austria,X1993,1.90E+11
Azerbaijan,X1993,3973027397
Burundi,X1993,938632612
Belgium,X1993,2.26E+11
Benin,X1993,2274557914
Burkina Faso,X1993,2332018011
Bangladesh,X1993,33166519418
Bulgaria,X1993,10829710145
Bahrain,X1993,5200265957
Bahamas,X1993,3.09E+09
Bosnia and Herzegovina,X1993,NA
Belarus,X1993,16280991736
Belize,X1993,559858250
Bermuda,X1993,1820359936
Bolivia,X1993,5734676561
Brazil,X1993,4.38E+11
Barbados,X1993,2046189032
Brunei,X1993,4105706152
Bhutan,X1993,235239570.4
Botswana,X1993,4160086253
Central African Republic,X1993,1278781167
Canada,X1993,5.77E+11
Switzerland,X1993,2.64E+11
Channel Islands,X1993,NA
Chile,X1993,49297773130
China,X1993,4.45E+11
Ivory Coast,X1993,11045759469
Cameroon,X1993,15498179313
Democratic Republic of the Congo,X1993,10706259937
Republic of Congo,X1993,1918970032
Colombia,X1993,55802538219
Comoros,X1993,263568114.4
Cape Verde,X1993,490417389.7
Costa Rica,X1993,9537297507
Cuba,X1993,22367254865
Curacao,X1993,NA
Cayman Islands,X1993,NA
Cyprus,X1993,6590291048
Czech Republic,X1993,40614350197
Germany,X1993,2.07E+12
Djibouti,X1993,466048469.2
Dominica,X1993,200418518.5
Denmark,X1993,1.43E+11
Dominican Republic,X1993,13081042400
Algeria,X1993,49946455211
Ecuador,X1993,18938717359
Egypt,X1993,46578631453
Eritrea,X1993,467872714.8
Spain,X1993,5.24E+11
Estonia,X1993,NA
Ethiopia,X1993,8830712714
Finland,X1993,89255751015
Fiji,X1993,1635426125
France,X1993,1.32E+12
Faroe Islands,X1993,NA
Micronesia,X1993,198400000
Gabon,X1993,4378645081
UK,X1993,1.06E+12
Georgia,X1993,2701181331
Ghana,X1993,5966255778
Gibraltar,X1993,NA
Guinea,X1993,3279063318
Gambia,X1993,755042548.1
Guinea-Bissau,X1993,236880821.7
Equatorial Guinea,X1993,136047896.2
Greece,X1993,1.09E+11
Grenada,X1993,309812185.2
Greenland,X1993,927219728.9
Guatemala,X1993,11399942453
Guam,X1993,NA
Guyana,X1993,442273433.2
"Hong Kong SAR, China",X1993,1.20E+11
Honduras,X1993,3481990761
Croatia,X1993,NA
Haiti,X1993,1878248741
Hungary,X1993,40119073326
Indonesia,X1993,1.58E+11
Isle of Man,X1993,NA
India,X1993,2.76E+11
Ireland,X1993,52480253169
Iran,X1993,63743623232
Iraq,X1993,NA
Iceland,X1993,6126456175
Israel,X1993,75954641355
Italy,X1993,1.06E+12
Jamaica,X1993,5405097571
Jordan,X1993,5605841536
Japan,X1993,4.45E+12
Kazakhstan,X1993,23409027476
Kenya,X1993,5751789915
Kyrgyzstan,X1993,2028295455
Cambodia,X1993,2533727592
Kiribati,X1993,46919624.64
St. Kitts and Nevis,X1993,249676000
South Korea,X1993,3.86E+11
Kuwait,X1993,23941391391
Laos,X1993,1327748655
Lebanon,X1993,7535259851
Liberia,X1993,160400000
Libya,X1993,30657030223
Saint Lucia,X1993,574870405.2
Liechtenstein,X1993,1673104494
Sri Lanka,X1993,10338679636
Lesotho,X1993,835592802.3
Lithuania,X1993,NA
Luxembourg,X1993,16486900187
Latvia,X1993,NA
"Macao SAR, China",X1993,5625533410
Saint Martin,X1993,NA
Morocco,X1993,31655473664
Monaco,X1993,2574439973
Moldova,X1993,NA
Madagascar,X1993,3370842211
Maldives,X1993,322326642.3
Mexico,X1993,5.01E+11
Marshall Islands,X1993,99461000
Macedonia,X1993,2550195043
Mali,X1993,2818280876
Malta,X1993,2709178327
Myanmar,X1993,NA
Montenegro,X1993,NA
Mongolia,X1993,768401634.2
Northern Mariana Islands,X1993,NA
Mozambique,X1993,2394823062
Mauritania,X1993,1249944999
Mauritius,X1993,3263368410
Malawi,X1993,2070636936
Malaysia,X1993,66894448545
Namibia,X1993,3218475900
New Caledonia,X1993,3070161471
Niger,X1993,1606581744
Nigeria,X1993,15789003753
Nicaragua,X1993,1756454248
Netherlands,X1993,3.49E+11
Norway,X1993,1.21E+11
Nepal,X1993,3660041667
Nauru,X1993,NA
New Zealand,X1993,46712018141
Oman,X1993,12493107932
Pakistan,X1993,51478304860
Panama,X1993,8782585400
Peru,X1993,35158109999
Philippines,X1993,54368083953
Palau,X1993,NA
Papua New Guinea,X1993,4974550286
Poland,X1993,96045645026
Puerto Rico,X1993,36922456000
North Korea,X1993,NA
Portugal,X1993,95019103603
Paraguay,X1993,7249533620
French Polynesia,X1993,3694600400
Qatar,X1993,7156593654
Romania,X1993,26362894737
Russia,X1993,4.35E+11
Rwanda,X1993,1971525999
Saudi Arabia,X1993,1.33E+11
Sudan,X1993,8881785938
Senegal,X1993,5678827999
Singapore,X1993,60644572348
Solomon Islands,X1993,410923236.2
Sierra Leone,X1993,768812334.8
El Salvador,X1993,6680269200
San Marino,X1993,NA
Somalia,X1993,NA
Serbia,X1993,NA
South Sudan,X1993,NA
Sao Tome and Principe,X1993,NA
Suriname,X1993,428794117.6
Slovakia,X1993,16452201101
Slovenia,X1993,NA
Sweden,X1993,2.10E+11
Swaziland,X1993,1357206996
Sint Maarten,X1993,NA
Seychelles,X1993,473916819.5
Syria,X1993,13695962019
Turks and Caicos Islands,X1993,NA
Chad,X1993,1463251055
Togo,X1993,1233496846
Thailand,X1993,1.29E+11
Tajikistan,X1993,1646693642
Turkmenistan,X1993,3179225949
Timor-Leste,X1993,NA
Tonga,X1993,138489884.4
Trinidad and Tobago,X1993,4669488516
Tunisia,X1993,14608946896
Turkey,X1993,1.80E+11
Tuvalu,X1993,9630762.954
Tanzania,X1993,4257702197
Uganda,X1993,3220439044
Ukraine,X1993,65648559903
Uruguay,X1993,15002106518
USA,X1993,6.88E+12
Uzbekistan,X1993,13099013836
St. Vincent and the Grenadines,X1993,286307814.8
Venezuela,X1993,58124193833
British Virgin Islands,X1993,NA
Virgin Islands (U.S.),X1993,2.00E+09
Vietnam,X1993,13180953598
Vanuatu,X1993,188080374.4
Samoa,X1993,133122897.2
Kosovo,X1993,NA
Yemen,X1993,5368270615
South Africa,X1993,1.34E+11
Zambia,X1993,3273237853
Zimbabwe,X1993,6563813300
Aruba,X1994,1330167598
Afghanistan,X1994,NA
Angola,X1994,4438321017
Albania,X1994,1985673798
Andorra,X1994,1017549124
United Arab Emirates,X1994,59305093980
Argentina,X1994,2.57E+11
Armenia,X1994,1315158670
American Samoa,X1994,NA
Antigua and Barbuda,X1994,589429592.6
Australia,X1994,3.22E+11
Austria,X1994,2.04E+11
Azerbaijan,X1994,3313739674
