Country.Name,year,GDP
Moldova,X1964,NA
Madagascar,X1964,802482182.9
Maldives,X1964,NA
Mexico,X1964,2.01E+10
Marshall Islands,X1964,NA
Macedonia,X1964,NA
Mali,X1964,NA
Malta,X1964,NA
Myanmar,X1964,NA
Montenegro,X1964,NA
Mongolia,X1964,NA
Northern Mariana Islands,X1964,NA
Mozambique,X1964,NA
Mauritania,X1964,151897168.1
Mauritius,X1964,NA
Malawi,X1964,194736105.3
Malaysia,X1964,2674441396
Namibia,X1964,NA
New Caledonia,X1964,NA
Niger,X1964,582816358.3
Nigeria,X1964,5552822484
Nicaragua,X1964,NA
Netherlands,X1964,18699380731
Norway,X1964,7159202706
Nepal,X1964,496098775.3
Nauru,X1964,NA
New Zealand,X1964,7274144351
Oman,X1964,NA
Pakistan,X1964,5130407728
Panama,X1964,776137500
Peru,X1964,4356913870
Philippines,X1964,5271404668
Palau,X1964,NA
Papua New Guinea,X1964,305312043.7
Poland,X1964,NA
Puerto Rico,X1964,2570500000
North Korea,X1964,NA
Portugal,X1964,4235608178
Paraguay,X1964,NA
French Polynesia,X1964,NA
Qatar,X1964,NA
Romania,X1964,NA
Russia,X1964,NA
Rwanda,X1964,129999994
Saudi Arabia,X1964,NA
Sudan,X1964,1611333333
Senegal,X1964,939145851.2
Singapore,X1964,893734483.2
Solomon Islands,X1964,NA
Sierra Leone,X1964,371848114.7
El Salvador,X1964,NA
San Marino,X1964,NA
Somalia,X1964,NA
Serbia,X1964,NA
South Sudan,X1964,NA
Sao Tome and Principe,X1964,NA
Suriname,X1964,120850000
Slovakia,X1964,NA
Slovenia,X1964,NA
Sweden,X1964,21137242561
Swaziland,X1964,64979280.41
Sint Maarten,X1964,NA
Seychelles,X1964,15393032.35
Syria,X1964,1339494290
Turks and Caicos Islands,X1964,NA
Chad,X1964,392247517.6
Togo,X1964,166104067.6
Thailand,X1964,3889129942
Tajikistan,X1964,NA
Turkmenistan,X1964,NA
Timor-Leste,X1964,NA
Tonga,X1964,NA
Trinidad and Tobago,X1964,711893367.6
Tunisia,X1964,NA
Turkey,X1964,11177777778
Tuvalu,X1964,NA
Tanzania,X1964,NA
Uganda,X1964,589056603.8
Ukraine,X1964,NA
Uruguay,X1964,1975701816
USA,X1964,6.86E+11
Uzbekistan,X1964,NA
St. Vincent and the Grenadines,X1964,14758210.35
Venezuela,X1964,9.11E+09
British Virgin Islands,X1964,NA
Virgin Islands (U.S.),X1964,53800000
Vietnam,X1964,NA
Vanuatu,X1964,NA
Samoa,X1964,NA
Kosovo,X1964,NA
Yemen,X1964,NA
South Africa,X1964,10373792524
Zambia,X1964,839428571.4
Zimbabwe,X1964,1217138000
Aruba,X1965,NA
Afghanistan,X1965,1006666638
Angola,X1965,NA
Albania,X1965,NA
Andorra,X1965,NA
United Arab Emirates,X1965,NA
Argentina,X1965,28344705967
Armenia,X1965,NA
American Samoa,X1965,NA
Antigua and Barbuda,X1965,NA
Australia,X1965,25931235301
Austria,X1965,9994070616
Azerbaijan,X1965,NA
Burundi,X1965,158994963
Belgium,X1965,17371457608
Benin,X1965,289908720.6
Burkina Faso,X1965,422916848.4
Bangladesh,X1965,5906636557
Bulgaria,X1965,NA
Bahrain,X1965,NA
Bahamas,X1965,300392156.9
Bosnia and Herzegovina,X1965,NA
Belarus,X1965,NA
Belize,X1965,40069930.07
Bermuda,X1965,114339049
Bolivia,X1965,908874537
Brazil,X1965,21790035117
Barbados,X1965,NA
Brunei,X1965,114040245.7
Bhutan,X1965,NA
Botswana,X1965,45790869.75
Central African Republic,X1965,150574816.3
Canada,X1965,53909570342
Switzerland,X1965,15346741670
Channel Islands,X1965,NA
Chile,X1965,6026593750
China,X1965,70436266147
Ivory Coast,X1965,919771356.4
Cameroon,X1965,814139855.8
Democratic Republic of the Congo,X1965,4043901818
Republic of Congo,X1965,198318063.9
Colombia,X1965,5790247619
Comoros,X1965,NA
Cape Verde,X1965,NA
Costa Rica,X1965,592981162.3
Cuba,X1965,NA
Curacao,X1965,NA
Cayman Islands,X1965,NA
Cyprus,X1965,NA
Czech Republic,X1965,NA
Germany,X1965,NA
Djibouti,X1965,NA
Dominica,X1965,NA
Denmark,X1965,10678897387
Dominican Republic,X1965,888100000
Algeria,X1965,3136258897
Ecuador,X1965,2387048255
Egypt,X1965,5111621014
Eritrea,X1965,NA
Spain,X1965,24756958695
Estonia,X1965,NA
Ethiopia,X1965,NA
Finland,X1965,8589340019
Fiji,X1965,147084750
France,X1965,1.02E+11
Faroe Islands,X1965,NA
Micronesia,X1965,NA
Gabon,X1965,226474285.6
UK,X1965,1.01E+11
Georgia,X1965,NA
Ghana,X1965,2053462872
Gibraltar,X1965,NA
Guinea,X1965,NA
Gambia,X1965,NA
Guinea-Bissau,X1965,NA
Equatorial Guinea,X1965,64748333.33
Greece,X1965,7600579093
Grenada,X1965,NA
Greenland,X1965,NA
Guatemala,X1965,1331399900
Guam,X1965,NA
Guyana,X1965,213235294.1
"Hong Kong SAR, China",X1965,2435078534
Honduras,X1965,508650000
Croatia,X1965,NA
Haiti,X1965,NA
Hungary,X1965,NA
Indonesia,X1965,NA
Isle of Man,X1965,NA
India,X1965,58760424670
Ireland,X1965,2945704143
Iran,X1965,6197319930
Iraq,X1965,NA
Iceland,X1965,523694949.4
Israel,X1965,3663333333
Italy,X1965,67978153851
Jamaica,X1965,972140557.2
Jordan,X1965,599831979.8
Japan,X1965,90950278258
Kazakhstan,X1965,NA
Kenya,X1965,997919320
Kyrgyzstan,X1965,NA
Cambodia,X1965,868571428.6
Kiribati,X1965,NA
St. Kitts and Nevis,X1965,13593932.32
South Korea,X1965,3120307808
Kuwait,X1965,2097451694
Laos,X1965,NA
Lebanon,X1965,NA
Liberia,X1965,229260800
Libya,X1965,NA
Saint Lucia,X1965,NA
Liechtenstein,X1965,NA
Sri Lanka,X1965,1698319328
Lesotho,X1965,54878902.42
Lithuania,X1965,NA
Luxembourg,X1965,921600736.3
Latvia,X1965,NA
"Macao SAR, China",X1965,NA
Saint Martin,X1965,NA
Morocco,X1965,2948325264
Monaco,X1965,NA
Moldova,X1965,NA
Madagascar,X1965,833563472.2
Maldives,X1965,NA
Mexico,X1965,2.18E+10
Marshall Islands,X1965,NA
Macedonia,X1965,NA
Mali,X1965,NA
Malta,X1965,NA
Myanmar,X1965,NA
Montenegro,X1965,NA
Mongolia,X1965,NA
Northern Mariana Islands,X1965,NA
Mozambique,X1965,NA
Mauritania,X1965,172767213.3
Mauritius,X1965,NA
Malawi,X1965,229455410.9
Malaysia,X1965,2956356984
Namibia,X1965,NA
New Caledonia,X1965,159594493.5
Niger,X1965,673383604.2
Nigeria,X1965,5874422512
Nicaragua,X1965,NA
Netherlands,X1965,21000586933
Norway,X1965,8058681060
Nepal,X1965,735267082.3
Nauru,X1965,NA
New Zealand,X1965,5654463586
Oman,X1965,63287594.51
Pakistan,X1965,5884712096
Panama,X1965,852485300
Peru,X1965,5166861068
Philippines,X1965,5784398977
Palau,X1965,NA
Papua New Guinea,X1965,344159480.3
Poland,X1965,NA
Puerto Rico,X1965,2881500000
North Korea,X1965,NA
Portugal,X1965,4687464055
Paraguay,X1965,400129691.3
French Polynesia,X1965,176534589.6
Qatar,X1965,NA
Romania,X1965,NA
Russia,X1965,NA
Rwanda,X1965,148799980
Saudi Arabia,X1965,NA
Sudan,X1965,1679333333
Senegal,X1965,955834893.3
Singapore,X1965,974193126.9
Solomon Islands,X1965,NA
Sierra Leone,X1965,359379856.2
El Salvador,X1965,877720000
San Marino,X1965,NA
Somalia,X1965,NA
Serbia,X1965,NA
South Sudan,X1965,NA
Sao Tome and Principe,X1965,NA
Suriname,X1965,138650000
Slovakia,X1965,NA
Slovenia,X1965,NA
Sweden,X1965,23260320646
Swaziland,X1965,70278594.43
Sint Maarten,X1965,NA
Seychelles,X1965,15603032.8
Syria,X1965,1472036551
Turks and Caicos Islands,X1965,NA
Chad,X1965,416926303
Togo,X1965,187300336.4
Thailand,X1965,4388937649
Tajikistan,X1965,NA
Turkmenistan,X1965,NA
Timor-Leste,X1965,NA
Tonga,X1965,NA
Trinidad and Tobago,X1965,736568861.9
Tunisia,X1965,991047619
Turkey,X1965,11944444444
Tuvalu,X1965,NA
Tanzania,X1965,NA
Uganda,X1965,884873949.6
Ukraine,X1965,NA
Uruguay,X1965,1890769326
USA,X1965,7.44E+11
Uzbekistan,X1965,NA
St. Vincent and the Grenadines,X1965,15108207.43
Venezuela,X1965,9496244444
British Virgin Islands,X1965,NA
Virgin Islands (U.S.),X1965,66500000
Vietnam,X1965,NA
Vanuatu,X1965,NA
Samoa,X1965,NA
Kosovo,X1965,NA
Yemen,X1965,NA
South Africa,X1965,11334173317
Zambia,X1965,1082857143
Zimbabwe,X1965,1311435800
Aruba,X1966,NA
Afghanistan,X1966,1399999967
Angola,X1966,NA
Albania,X1966,NA
Andorra,X1966,NA
United Arab Emirates,X1966,NA
Argentina,X1966,28630474728
Armenia,X1966,NA
American Samoa,X1966,NA
Antigua and Barbuda,X1966,NA
Australia,X1966,27261731437
Austria,X1966,10887682273
Azerbaijan,X1966,NA
Burundi,X1966,165444571.4
Belgium,X1966,18651883472
Benin,X1966,302925280.8
Burkina Faso,X1966,433889831.6
Bangladesh,X1966,6439687598
Bulgaria,X1966,NA
Bahrain,X1966,NA
Bahamas,X1966,3.40E+08
Bosnia and Herzegovina,X1966,NA
Belarus,X1966,NA
Belize,X1966,44405594.41
Bermuda,X1966,134173373.8
Bolivia,X1966,994044553.9
Brazil,X1966,27062716578
Barbados,X1966,NA
Brunei,X1966,132758395.4
Bhutan,X1966,NA
Botswana,X1966,51464435.15
Central African Republic,X1966,157930041.9
Canada,X1966,60358632035
Switzerland,X1966,16480058705
Channel Islands,X1966,NA
Chile,X1966,7072641026
China,X1966,76720285970
Ivory Coast,X1966,1024103034
Cameroon,X1966,853268771.1
Democratic Republic of the Congo,X1966,4532660182
Republic of Congo,X1966,220613582.4
Colombia,X1966,5452762963
Comoros,X1966,NA
Cape Verde,X1966,NA
Costa Rica,X1966,647305630.2
Cuba,X1966,NA
Curacao,X1966,NA
Cayman Islands,X1966,NA
Cyprus,X1966,NA
Czech Republic,X1966,NA
Germany,X1966,NA
Djibouti,X1966,NA
Dominica,X1966,NA
Denmark,X1966,11721248101
Dominican Republic,X1966,983900000
Algeria,X1966,3039834559
Ecuador,X1966,2429309514
Egypt,X1966,5339520613
Eritrea,X1966,NA
Spain,X1966,28721062242
Estonia,X1966,NA
Ethiopia,X1966,NA
Finland,X1966,9208524505
Fiji,X1966,150603925.5
France,X1966,1.11E+11
Faroe Islands,X1966,NA
Micronesia,X1966,NA
Gabon,X1966,245849781.7
UK,X1966,1.07E+11
Georgia,X1966,NA
Ghana,X1966,2126300573
Gibraltar,X1966,NA
Guinea,X1966,NA
Gambia,X1966,44212353.7
Guinea-Bissau,X1966,NA
Equatorial Guinea,X1966,69110000
Greece,X1966,8455611129
Grenada,X1966,NA
Greenland,X1966,NA
Guatemala,X1966,1390700000
Guam,X1966,NA
Guyana,X1966,228705882.4
"Hong Kong SAR, China",X1966,2489845017
Honduras,X1966,549950000
Croatia,X1966,NA
Haiti,X1966,NA
Hungary,X1966,NA
Indonesia,X1966,NA
Isle of Man,X1966,NA
India,X1966,45253641303
Ireland,X1966,3104034393
Iran,X1966,6789938673
Iraq,X1966,NA
Iceland,X1966,628893310.4
Israel,X1966,3.98E+09
Italy,X1966,73654870011
Jamaica,X1966,1096738065
Jordan,X1966,658078969.5
Japan,X1966,1.06E+11
Kazakhstan,X1966,NA
Kenya,X1966,1164519673
Kyrgyzstan,X1966,NA
Cambodia,X1966,914285714.3
Kiribati,X1966,NA
St. Kitts and Nevis,X1966,14469078.18
South Korea,X1966,3928171298
Kuwait,X1966,2391486978
Laos,X1966,NA
Lebanon,X1966,NA
Liberia,X1966,244459500
Libya,X1966,NA
Saint Lucia,X1966,NA
Liechtenstein,X1966,NA
Sri Lanka,X1966,1751470588
Lesotho,X1966,56698866.02
Lithuania,X1966,NA
Luxembourg,X1966,968440149.5
Latvia,X1966,NA
"Macao SAR, China",X1966,NA
Saint Martin,X1966,NA
Morocco,X1966,2876395613
Monaco,X1966,NA
Moldova,X1966,NA
Madagascar,X1966,900264583.7
Maldives,X1966,NA
Mexico,X1966,2.43E+10
Marshall Islands,X1966,NA
Macedonia,X1966,NA
Mali,X1966,NA
Malta,X1966,NA
Myanmar,X1966,NA
Montenegro,X1966,NA
Mongolia,X1966,NA
Northern Mariana Islands,X1966,NA
Mozambique,X1966,NA
Mauritania,X1966,180340653.8
Mauritius,X1966,NA
Malawi,X1966,260394792.1
Malaysia,X1966,3143538482
Namibia,X1966,NA
New Caledonia,X1966,164206537.6
Niger,X1966,702296184.4
Nigeria,X1966,6366792664
Nicaragua,X1966,NA
Netherlands,X1966,22867203317
Norway,X1966,8696460205
Nepal,X1966,906811943.8
Nauru,X1966,NA
New Zealand,X1966,5863733231
Oman,X1966,67768132.18
Pakistan,X1966,6466610752
Panama,X1966,928833000
Peru,X1966,6113607728
Philippines,X1966,6371459304
Palau,X1966,NA
Papua New Guinea,X1966,390973233.3
Poland,X1966,NA
Puerto Rico,X1966,3170500000
North Korea,X1966,NA
Portugal,X1966,5135387846
Paraguay,X1966,421700442.1
French Polynesia,X1966,215659455
Qatar,X1966,NA
Romania,X1966,NA
Russia,X1966,NA
Rwanda,X1966,124525702.9
Saudi Arabia,X1966,NA
Sudan,X1966,1.72E+09
Senegal,X1966,984942988.1
Singapore,X1966,1095910101
Solomon Islands,X1966,NA
Sierra Leone,X1966,375479849.8
El Salvador,X1966,929520000
San Marino,X1966,NA
Somalia,X1966,NA
Serbia,X1966,NA
South Sudan,X1966,NA
Sao Tome and Principe,X1966,NA
Suriname,X1966,171100000
Slovakia,X1966,NA
Slovenia,X1966,NA
Sweden,X1966,25302033132
Swaziland,X1966,76858462.83
Sint Maarten,X1966,NA
Seychelles,X1966,16443034.56
Syria,X1966,1342287557
Turks and Caicos Islands,X1966,NA
Chad,X1966,432794922.5
Togo,X1966,216136263.9
Thailand,X1966,5279230817
Tajikistan,X1966,NA
Turkmenistan,X1966,NA
Timor-Leste,X1966,NA
Tonga,X1966,NA
Trinidad and Tobago,X1966,723735635.5
Tunisia,X1966,1040952381
Turkey,X1966,14122222222
Tuvalu,X1966,NA
Tanzania,X1966,NA
Uganda,X1966,925770308.1
Ukraine,X1966,NA
Uruguay,X1966,1809183975
USA,X1966,8.15E+11
Uzbekistan,X1966,NA
St. Vincent and the Grenadines,X1966,16099865.83
Venezuela,X1966,9984400000
British Virgin Islands,X1966,NA
Virgin Islands (U.S.),X1966,84100000
Vietnam,X1966,NA
Vanuatu,X1966,NA
Samoa,X1966,NA
Kosovo,X1966,NA
Yemen,X1966,NA
South Africa,X1966,12354752905
Zambia,X1966,1264285714
Zimbabwe,X1966,1281749500
Aruba,X1967,NA
Afghanistan,X1967,1673333418
Angola,X1967,NA
Albania,X1967,NA
Andorra,X1967,NA
United Arab Emirates,X1967,NA
Argentina,X1967,24256667553
Armenia,X1967,NA
American Samoa,X1967,NA
Antigua and Barbuda,X1967,NA
Australia,X1967,30389741292
Austria,X1967,11579431669
Azerbaijan,X1967,NA
Burundi,X1967,178297142.9
Belgium,X1967,19992040788
Benin,X1967,306222000.4
Burkina Faso,X1967,450753993.2
Bangladesh,X1967,7253575399
Bulgaria,X1967,NA
Bahrain,X1967,NA
Bahamas,X1967,390196078.4
Bosnia and Herzegovina,X1967,NA
Belarus,X1967,NA
Belize,X1967,47379310.34
Bermuda,X1967,155102984.6
Bolivia,X1967,1084059815
Brazil,X1967,30591834054
Barbados,X1967,NA
Brunei,X1967,139030445.6
Bhutan,X1967,NA
Botswana,X1967,58646443.51
Central African Republic,X1967,163820538.9
Canada,X1967,64768831262
Switzerland,X1967,17740013179
Channel Islands,X1967,NA
Chile,X1967,7013196078
China,X1967,72881631327
Ivory Coast,X1967,1082922892
Cameroon,X1967,934079050.3
Democratic Republic of the Congo,X1967,3384063372
Republic of Congo,X1967,237397428.3
Colombia,X1967,5727195020
Comoros,X1967,NA
Cape Verde,X1967,NA
Costa Rica,X1967,699456618.9
Cuba,X1967,NA
Curacao,X1967,NA
Cayman Islands,X1967,NA
Cyprus,X1967,NA
Czech Republic,X1967,NA
Germany,X1967,NA
Djibouti,X1967,NA
Dominica,X1967,NA
Denmark,X1967,12788479692
Dominican Republic,X1967,1034800000
Algeria,X1967,3370843066
Ecuador,X1967,2553596092
Egypt,X1967,5579168510
Eritrea,X1967,NA
Spain,X1967,31647119228
Estonia,X1967,NA
Ethiopia,X1967,NA
Finland,X1967,9368954010
Fiji,X1967,162625885.9
France,X1967,1.19E+11
Faroe Islands,X1967,NA
Micronesia,X1967,NA
Gabon,X1967,271543680.3
UK,X1967,1.11E+11
Georgia,X1967,NA
Ghana,X1967,1747187539
Gibraltar,X1967,NA
Guinea,X1967,NA
Gambia,X1967,46695363.16
Guinea-Bissau,X1967,NA
Equatorial Guinea,X1967,72317446.93
Greece,X1967,9136711288
Grenada,X1967,NA
Greenland,X1967,NA
Guatemala,X1967,1453500000
Guam,X1967,NA
Guyana,X1967,250176470.6
"Hong Kong SAR, China",X1967,2692474989
Honduras,X1967,598100000
Croatia,X1967,NA
Haiti,X1967,NA
Hungary,X1967,NA
Indonesia,X1967,5667756645
Isle of Man,X1967,NA
India,X1967,49466168891
Ireland,X1967,3343636773
Iran,X1967,7555383690
Iraq,X1967,NA
Iceland,X1967,621225962.2
Israel,X1967,4.03E+09
Italy,X1967,81133120065
Jamaica,X1967,1148025407
Jordan,X1967,631755810.7
Japan,X1967,1.24E+11
Kazakhstan,X1967,NA
Kenya,X1967,1232559506
Kyrgyzstan,X1967,NA
Cambodia,X1967,962857134.3
Kiribati,X1967,NA
St. Kitts and Nevis,X1967,16742338.25
South Korea,X1967,4854576371
Kuwait,X1967,2441893027
Laos,X1967,NA
Lebanon,X1967,NA
Liberia,X1967,261024300
Libya,X1967,NA
Saint Lucia,X1967,NA
Liechtenstein,X1967,NA
Sri Lanka,X1967,1859465021
Lesotho,X1967,59260814.78
Lithuania,X1967,NA
Luxembourg,X1967,974721762.5
Latvia,X1967,NA
"Macao SAR, China",X1967,NA
Saint Martin,X1967,NA
Morocco,X1967,3046339295
Monaco,X1967,NA
Moldova,X1967,NA
Madagascar,X1967,956436931.1
Maldives,X1967,NA
Mexico,X1967,2.66E+10
Marshall Islands,X1967,NA
Macedonia,X1967,NA
Mali,X1967,275494520.1
Malta,X1967,NA
Myanmar,X1967,NA
Montenegro,X1967,NA
Mongolia,X1967,NA
Northern Mariana Islands,X1967,NA
Mozambique,X1967,NA
Mauritania,X1967,191221777.8
Mauritius,X1967,NA
Malawi,X1967,269814968.2
Malaysia,X1967,3188945512
Namibia,X1967,NA
New Caledonia,X1967,180036768.9
Niger,X1967,665586975.1
Nigeria,X1967,5203135937
Nicaragua,X1967,NA
Netherlands,X1967,25087562181
Norway,X1967,9514496703
Nepal,X1967,841974025.5
Nauru,X1967,NA
New Zealand,X1967,5961418094
Oman,X1967,107152720.2
Pakistan,X1967,7403821903
Panama,X1967,1034376400
Peru,X1967,6204253759
Philippines,X1967,6809134236
Palau,X1967,NA
Papua New Guinea,X1967,441706910.1
Poland,X1967,NA
Puerto Rico,X1967,3532700000
North Korea,X1967,NA
Portugal,X1967,5740241166
Paraguay,X1967,451524124.6
French Polynesia,X1967,220984369.1
Qatar,X1967,NA
Romania,X1967,NA
Russia,X1967,NA
Rwanda,X1967,159560018
Saudi Arabia,X1967,NA
Sudan,X1967,1865666667
Senegal,X1967,984605369.3
Singapore,X1967,1237423233
Solomon Islands,X1967,25203524.03
Sierra Leone,X1967,348795303
El Salvador,X1967,976200000
San Marino,X1967,NA
Somalia,X1967,NA
Serbia,X1967,NA
South Sudan,X1967,NA
Sao Tome and Principe,X1967,NA
Suriname,X1967,198450000
Slovakia,X1967,NA
Slovenia,X1967,NA
Sweden,X1967,27463409202
Swaziland,X1967,74758504.83
Sint Maarten,X1967,NA
Seychelles,X1967,16632032.81
Syria,X1967,1580229795
Turks and Caicos Islands,X1967,NA
Chad,X1967,449826323
Togo,X1967,231706475.5
Thailand,X1967,5638461442
Tajikistan,X1967,NA
Turkmenistan,X1967,NA
Timor-Leste,X1967,NA
Tonga,X1967,NA
Trinidad and Tobago,X1967,761981474
Tunisia,X1967,1085714286
Turkey,X1967,15666666667
Tuvalu,X1967,NA
Tanzania,X1967,NA
Uganda,X1967,967647058.8
Ukraine,X1967,NA
Uruguay,X1967,1597721080
USA,X1967,8.62E+11
Uzbekistan,X1967,NA
St. Vincent and the Grenadines,X1967,15835177.93
Venezuela,X1967,10356422222
British Virgin Islands,X1967,NA
Virgin Islands (U.S.),X1967,115400000
Vietnam,X1967,NA
Vanuatu,X1967,NA
Samoa,X1967,NA
Kosovo,X1967,NA
Yemen,X1967,NA
South Africa,X1967,13777124458
Zambia,X1967,1.37E+09
Zimbabwe,X1967,1397002000
Aruba,X1968,NA
Afghanistan,X1968,1373333367
Angola,X1968,NA
Albania,X1968,NA
Andorra,X1968,NA
United Arab Emirates,X1968,NA
Argentina,X1968,26436857247
Armenia,X1968,NA
American Samoa,X1968,NA
Antigua and Barbuda,X1968,NA
Australia,X1968,32657632434
Austria,X1968,12440625313
Azerbaijan,X1968,NA
Burundi,X1968,183200000
Belgium,X1968,21376353113
Benin,X1968,326323097.4
Burkina Faso,X1968,460442864.2
Bangladesh,X1968,7483685474
Bulgaria,X1968,NA
Bahrain,X1968,NA
Bahamas,X1968,444901960.8
Bosnia and Herzegovina,X1968,NA
Belarus,X1968,NA
Belize,X1968,44910179.64
Bermuda,X1968,1.50E+08
Bolivia,X1968,908874537
Brazil,X1968,33875881876
Barbados,X1968,NA
Brunei,X1968,160819286.6
Bhutan,X1968,NA
Botswana,X1968,66248256.62
Central African Republic,X1968,191767437
Canada,X1968,70759031842
Switzerland,X1968,18942729779
Channel Islands,X1968,NA
Chile,X1968,7167086957
China,X1968,70846535056
Ivory Coast,X1968,1281281246
Cameroon,X1968,1053077155
Democratic Republic of the Congo,X1968,3909780539
Republic of Congo,X1968,251247458
Colombia,X1968,5918455410
Comoros,X1968,NA
Cape Verde,X1968,NA
Costa Rica,X1968,773841494.3
Cuba,X1968,NA
Curacao,X1968,NA
Cayman Islands,X1968,NA
Cyprus,X1968,NA
Czech Republic,X1968,NA
Germany,X1968,NA
Djibouti,X1968,NA
Dominica,X1968,NA
Denmark,X1968,13196541952
Dominican Republic,X1968,1079100000
Algeria,X1968,3852115817
Ecuador,X1968,2582180794
Egypt,X1968,6109112150
Eritrea,X1968,NA
Spain,X1968,31475548481
Estonia,X1968,NA
Ethiopia,X1968,NA
Finland,X1968,8823033880
Fiji,X1968,166952937.1
France,X1968,1.30E+11
Faroe Islands,X1968,NA
Micronesia,X1968,NA
Gabon,X1968,294468564.5
UK,X1968,1.05E+11
Georgia,X1968,NA
Ghana,X1968,1666910166
Gibraltar,X1968,NA
Guinea,X1968,NA
Gambia,X1968,41160658.57
Guinea-Bissau,X1968,NA
Equatorial Guinea,X1968,67514285.71
Greece,X1968,9915140546
Grenada,X1968,NA
Greenland,X1968,NA
Guatemala,X1968,1610500000
Guam,X1968,NA
Guyana,X1968,229750000
"Hong Kong SAR, China",X1968,2716964388
Honduras,X1968,646800000
Croatia,X1968,NA
Haiti,X1968,NA
Hungary,X1968,NA
Indonesia,X1968,7076465295
Isle of Man,X1968,NA
India,X1968,52377324284
Ireland,X1968,3278584478
Iran,X1968,8623172960
Iraq,X1968,2896947634
Iceland,X1968,474399471.6
Israel,X1968,4.62E+09
Italy,X1968,87942231678
Jamaica,X1968,1083883355
Jordan,X1968,561187342.5
Japan,X1968,1.47E+11
Kazakhstan,X1968,NA
Kenya,X1968,1353295458
Kyrgyzstan,X1968,NA
Cambodia,X1968,1065714249
Kiribati,X1968,NA
St. Kitts and Nevis,X1968,14600000
South Korea,X1968,6117260076
Kuwait,X1968,2663119574
Laos,X1968,NA
Lebanon,X1968,NA
Liberia,X1968,276820700
Libya,X1968,NA
Saint Lucia,X1968,NA
Liechtenstein,X1968,NA
Sri Lanka,X1968,1801344538
Lesotho,X1968,61444771.1
Lithuania,X1968,NA
Luxembourg,X1968,1066447131
Latvia,X1968,NA
"Macao SAR, China",X1968,NA
Saint Martin,X1968,NA
Morocco,X1968,3271415868
Monaco,X1968,NA
Moldova,X1968,NA
Madagascar,X1968,1031669636
Maldives,X1968,NA
Mexico,X1968,2.94E+10
Marshall Islands,X1968,NA
Macedonia,X1968,NA
Mali,X1968,343771964.7
Malta,X1968,NA
Myanmar,X1968,NA
Montenegro,X1968,NA
Mongolia,X1968,NA
Northern Mariana Islands,X1968,NA
Mozambique,X1968,NA
Mauritania,X1968,210695183.8
Mauritius,X1968,NA
Malawi,X1968,245169806.8
Malaysia,X1968,3330393310
Namibia,X1968,NA
New Caledonia,X1968,215507164
Niger,X1968,641214210.7
Nigeria,X1968,5200895982
Nicaragua,X1968,NA
Netherlands,X1968,27817605743
Norway,X1968,10159934137
Nepal,X1968,772228643.4
Nauru,X1968,NA
New Zealand,X1968,5180597621
Oman,X1968,188864890.8
Pakistan,X1968,8090088555
Panama,X1968,1112791100
Peru,X1968,5736083835
Philippines,X1968,7591603053
Palau,X1968,NA
Papua New Guinea,X1968,485160824.3
Poland,X1968,NA
Puerto Rico,X1968,3941700000
North Korea,X1968,NA
Portugal,X1968,6354262628
Paraguay,X1968,477012512.7
French Polynesia,X1968,259590076.3
Qatar,X1968,NA
Romania,X1968,NA
Russia,X1968,NA
Rwanda,X1968,172200018
Saudi Arabia,X1968,4187777711
Sudan,X1968,1947333333
Senegal,X1968,1034293645
Singapore,X1968,1425029400
Solomon Islands,X1968,28084252.76
Sierra Leone,X1968,329860091.9
El Salvador,X1968,1009760100
San Marino,X1968,NA
Somalia,X1968,NA
Serbia,X1968,NA
South Sudan,X1968,NA
Sao Tome and Principe,X1968,NA
Suriname,X1968,220600000
Slovakia,X1968,NA
Slovenia,X1968,NA
Sweden,X1968,29143383491
Swaziland,X1968,79798404.03
Sint Maarten,X1968,NA
Seychelles,X1968,16074027.35
Syria,X1968,1753746370
Turks and Caicos Islands,X1968,NA
Chad,X1968,453980096.7
Togo,X1968,241956910.7
Thailand,X1968,6081009428
Tajikistan,X1968,NA
Turkmenistan,X1968,NA
Timor-Leste,X1968,NA
Tonga,X1968,NA
Trinidad and Tobago,X1968,758899950
Tunisia,X1968,1214666667
Turkey,X1968,1.75E+10
Tuvalu,X1968,NA
Tanzania,X1968,NA
Uganda,X1968,1037815126
Ukraine,X1968,NA
Uruguay,X1968,1593675330
USA,X1968,9.43E+11
Uzbekistan,X1968,NA
St. Vincent and the Grenadines,X1968,15350000
Venezuela,X1968,11343444444
British Virgin Islands,X1968,NA
Virgin Islands (U.S.),X1968,173800000
Vietnam,X1968,NA
Vanuatu,X1968,NA
Samoa,X1968,NA
Kosovo,X1968,NA
Yemen,X1968,NA
South Africa,X1968,14894302114
Zambia,X1968,1605857143
Zimbabwe,X1968,1479599900
Aruba,X1969,NA
Afghanistan,X1969,1408888922
Angola,X1969,NA
Albania,X1969,NA
Andorra,X1969,NA
United Arab Emirates,X1969,NA
Argentina,X1969,31256284544
